sentence_id,sentence,entity1,entity1_start,entity1_end,entity1_type,entity2,entity2_start,entity2_end,entity2_type,relation_type
220,"BCH Code governs chemical carrier construction",BCH Code,0,8,DOCUMENTS,chemical carrier construction,20,40,SPECIFICATION,REGULATES
221,"Masters verify dangerous goods declarations",Masters,0,7,SUBJECT_REGULATED,dangerous goods declarations,21,41,DOCUMENTS,VERIFY
222,"Authority issues document of compliance",Authority,0,9,AUTHORITIES,document of compliance,20,37,DOCUMENTS,GENERATES
223,"Packaging must withstand three-month immersion",Packaging,0,9,SPECIFICATION,three-month immersion,23,39,SPECIFICATION,REQUIRED
224,"Bulk cargo documentation includes stowage plans",Bulk cargo documentation,0,20,DOCUMENTS,stowage plans,32,44,SPECIFICATION,HAVE
225,"Surveyors inspect dangerous goods loading",Surveyors,0,9,AUTHORITIES,dangerous goods loading,23,40,ACTIVITIES,MONITORS
226,"Radioactive materials require special closure",Radioactive materials,0,18,POLLUTANT,special closure,28,40,SPECIFICATION,REQUIRED
227,"Port authorities receive waste notification forms",Port authorities,0,14,AUTHORITIES,waste notification forms,28,46,DOCUMENTS,GENERATES
228,"MARPOL certificates must accompany shipments",MARPOL certificates,0,16,DOCUMENTS,shipments,27,36,ACTIVITIES,APPLY_TO
229,"Toxic substances demand segregation",Toxic substances,0,15,POLLUTANT,segregation,25,35,SPECIFICATION,REQUIRED
230,"Authority compiles waste quantity reports",Authority,0,9,AUTHORITIES,waste quantity reports,20,36,DOCUMENTS,GENERATES
231,"Cargo residues fall under MARPOL Annex-V",Cargo residues,0,13,POLLUTANT,MARPOL Annex-V,27,40,DOCUMENTS,REGULATES
232,"Sewage discharge violates environmental standards",Sewage discharge,0,14,POLLUTANT,environmental standards,28,46,DOCUMENTS,RESTRICT
233,"Terminal operators display fee schedules",Terminal operators,0,15,SUBJECT_REGULATED,fee schedules,23,34,DOCUMENTS,HAVE
234,"Intermediate flashpoint group includes liquids with flashpoint -18°C to 23°C",Intermediate flashpoint group,0,25,SPECIFICATION,liquids,46,52,POLLUTANT,INCLUDE
235,"High flashpoint group covers liquids with flashpoint 23°C to 61°C",High flashpoint group,0,19,SPECIFICATION,liquids,37,43,POLLUTANT,COVER
236,"Flammable solids classified under Class 4.1",Flammable solids,0,14,POLLUTANT,Class 4.1,28,36,CLASSIFICATION,REGULATES
237,"Substances liable to spontaneous combustion fall under Class 4.2",Substances liable to spontaneous combustion,0,34,POLLUTANT,Class 4.2,48,56,CLASSIFICATION,REGULATES
238,"Water-reactive substances emitting flammable gases categorized under Class 4.3",Water-reactive substances,0,22,POLLUTANT,Class 4.3,59,67,CLASSIFICATION,REGULATES
239,"Oxidising substances regulated under Class 5.1",Oxidising substances,0,19,POLLUTANT,Class 5.1,33,41,CLASSIFICATION,REGULATES
240,"Organic peroxides governed by Class 5.2",Organic peroxides,0,15,POLLUTANT,Class 5.2,29,37,CLASSIFICATION,REGULATES
241,"Toxic substances controlled under Class 6.1",Toxic substances,0,15,POLLUTANT,Class 6.1,31,39,CLASSIFICATION,REGULATES
242,"Infectious substances monitored under Class 6.2",Infectious substances,0,19,POLLUTANT,Class 6.2,33,41,CLASSIFICATION,MONITORS
243,"Radioactive materials regulated by Class 7",Radioactive materials,0,18,POLLUTANT,Class 7,32,39,CLASSIFICATION,REGULATES
244,"Corrosives governed by Class 8",Corrosives,0,10,POLLUTANT,Class 8,24,31,CLASSIFICATION,REGULATES
245,"Miscellaneous dangerous substances fall under Class 9",Miscellaneous dangerous substances,0,29,POLLUTANT,Class 9,43,50,CLASSIFICATION,REGULATES
246,"Authority serves notice for oil pollution violations",Authority,0,9,AUTHORITIES,oil pollution violations,23,42,PENALTIES,MANAGES
247,"Shipboard oil pollution emergency plans required",Shipboard oil pollution emergency plans,0,32,DOCUMENTS,ships,41,46,SYSTEM,REQUIRED
248,"Power to inspect granted for pollution prevention",Power to inspect,0,13,AUTHORITIES,pollution prevention,23,41,PROCEDURES,IMPLEMENT
249,"Power to deny entry applies to polluting ships",Power to deny entry,0,17,AUTHORITIES,polluting ships,28,40,SYSTEM,APPLY_TO
250,"Detention powers cover environmental violations",Detention powers,0,15,AUTHORITIES,environmental violations,27,46,PENALTIES,MANAGES
251,"Suspension of proceedings possible at flag state request",Suspension of proceedings,0,20,PROCEDURES,flag state request,33,49,REQUIREMENTS,REQUIRED
252,"Compounding of offences handled by Authority",Compounding of offences,0,19,PROCEDURES,Authority,32,41,AUTHORITIES,MONITORS
253,"Annex I regulates oil pollution prevention",Annex I,0,7,DOCUMENTS,oil pollution prevention,18,36,PROCEDURES,REGULATES
254,"IOPP Certificate establishes compliance",IOPP Certificate,0,13,DOCUMENTS,compliance,27,36,DOCUMENTS,EXTABLISHED
255,"Breadth measurement follows specific guidelines",Breadth measurement,0,16,SPECIFICATION,guidelines,31,40,DOCUMENTS,FOLLOW
256,"Central tank design prevents oil spills",Central tank,0,12,SPECIFICATION,oil spills,28,37,POLLUTANT,RESTRICT
257,"Release of harmful substances restricted",Release of harmful substances,0,24,POLLUTANT,restricted,38,47,PENALTIES,RESTRICT
258,"Dumping regulations exclude certain activities",Dumping regulations,0,16,DOCUMENTS,certain activities,27,41,ACTIVITIES,RESTRICT
259,"Offshore processing releases governed separately",Offshore processing releases,0,23,POLLUTANT,governed,34,42,DOCUMENTS,REGULATES
260,"Registrar of Ships grants exemptions",Registrar of Ships,0,17,AUTHORITIES,exemptions,28,38,DOCUMENTS,GENERATES
261,"Equivalent standards accepted by Authority",Equivalent standards,0,17,SPECIFICATION,Authority,30,39,AUTHORITIES,MONITORS
262,"Oil Record Book maintains discharge data",Oil Record Book,0,14,DOCUMENTS,discharge data,25,37,DOCUMENTS,HAVE
263,"Surveys verify compliance status",Surveys,0,7,PROCEDURES,compliance status,18,31,DOCUMENTS,MONITORS
264,"Certificates document regulatory adherence",Certificates,0,11,DOCUMENTS,regulatory adherence,22,39,DOCUMENTS,HAVE
265,"Offshore installations follow special requirements",Offshore installations,0,19,SYSTEM,special requirements,30,47,SPECIFICATION,FOLLOW
266,"Emergency plans address pollution incidents",Emergency plans,0,14,PROCEDURES,pollution incidents,25,41,ACTIVITIES,INVOLVE_IN
267,"Inspection powers ensure regulatory compliance",Inspection powers,0,16,AUTHORITIES,regulatory compliance,27,46,DOCUMENTS,MONITORS
268,"Entry denial prevents environmental damage",Entry denial,0,12,AUTHORITIES,environmental damage,23,40,POLLUTANT,RESTRICT
269,"Detention authority manages violations",Detention authority,0,17,AUTHORITIES,violations,28,38,PENALTIES,MANAGES
270,"Flag state requests influence proceedings",Flag state requests,0,17,REQUIREMENTS,proceedings,28,38,PROCEDURES,RELATED_TO
271,"Offence compounding reduces legal procedures",Offence compounding,0,17,PROCEDURES,legal procedures,28,41,PROCEDURES,RESTRICT
272,"Anniversary date marks certificate renewal",Anniversary date,0,15,SPECIFICATION,certificate renewal,26,40,DOCUMENTS,EXTABLISHED
273,"Amidships measurement determines stability",Amidships measurement,0,18,SPECIFICATION,stability,29,37,SPECIFICATION,REQUIRED
274,"Tank configuration affects oil containment",Tank configuration,0,17,SPECIFICATION,oil containment,28,40,SPECIFICATION,RELATED_TO
275,"Harmful substance release triggers penalties",Harmful substance release,0,23,POLLUTANT,penalties,34,43,PENALTIES,GENERATES
276,"Dumping convention excludes certain discharges",Dumping convention,0,15,DOCUMENTS,certain discharges,26,40,POLLUTANT,RESTRICT
277,"Offshore exploration releases regulated differently",Offshore exploration releases,0,25,POLLUTANT,regulated,36,44,DOCUMENTS,REGULATES
278,"Authority specifies exemption terms",Authority,0,9,AUTHORITIES,exemption terms,20,32,DOCUMENTS,REQUIRED
279,"Equivalent alternatives accepted by regulations",Equivalent alternatives,0,19,SPECIFICATION,regulations,30,41,DOCUMENTS,MONITORS
280,"Oil pollution prevention requires documentation",Oil pollution prevention,0,22,PROCEDURES,documentation,33,45,DOCUMENTS,REQUIRED
281,"Survey procedures verify system integrity",Survey procedures,0,15,PROCEDURES,system integrity,26,39,SPECIFICATION,MONITORS
282,"Certificate issuance confirms compliance",Certificate issuance,0,18,PROCEDURES,compliance,29,38,DOCUMENTS,EXTABLISHED
283,"Installation requirements specify safety measures",Installation requirements,0,21,SPECIFICATION,safety measures,32,45,SPECIFICATION,REQUIRED
284,"Emergency response addresses oil spills",Emergency response,0,16,PROCEDURES,oil spills,27,36,POLLUTANT,INVOLVE_IN
285,"Inspection protocols ensure safety standards",Inspection protocols,0,18,PROCEDURES,safety standards,29,42,SPECIFICATION,REQUIRED
286,"Entry restrictions prevent environmental harm",Entry restrictions,0,16,AUTHORITIES,environmental harm,27,43,POLLUTANT,RESTRICT
287,"Detention procedures manage non-compliance",Detention procedures,0,18,PROCEDURES,non-compliance,29,41,PENALTIES,MANAGES
288,"Flag state communication influences decisions",Flag state communication,0,20,REQUIREMENTS,decisions,31,40,PROCEDURES,RELATED_TO
289,"Offence resolution reduces legal actions",Offence resolution,0,17,PROCEDURES,legal actions,28,39,PROCEDURES,RESTRICT
290,"Anniversary renewal maintains certification",Anniversary renewal,0,18,PROCEDURES,certification,29,40,DOCUMENTS,HAVE
291,"Amidships stability ensures safe operation",Amidships stability,0,17,SPECIFICATION,safe operation,28,40,ACTIVITIES,REQUIRED
292,"Tank arrangement optimizes containment",Tank arrangement,0,15,SPECIFICATION,containment,26,36,SPECIFICATION,RELATED_TO
293,"Harmful discharge triggers regulatory action",Harmful discharge,0,15,POLLUTANT,regulatory action,26,40,ACTIVITIES,GENERATES
294,"Dumping exclusion covers specific activities",Dumping exclusion,0,15,DOCUMENTS,specific activities,26,40,ACTIVITIES,COVER
295,"Offshore release regulation differs",Offshore release,0,13,POLLUTANT,regulation,24,33,DOCUMENTS,REGULATES
296,"Authority alters exemption conditions",Authority,0,9,AUTHORITIES,exemption conditions,20,34,DOCUMENTS,REQUIRED
297,"Equivalent solutions accepted by standards",Equivalent solutions,0,18,SPECIFICATION,standards,29,37,SPECIFICATION,MONITORS
298,"Oil pollution control requires monitoring",Oil pollution control,0,20,PROCEDURES,monitoring,31,40,PROCEDURES,REQUIRED
299,"Survey requirements specify inspection details",Survey requirements,0,16,SPECIFICATION,inspection details,27,41,SPECIFICATION,REQUIRED
300,"Certificate maintenance documents compliance",Certificate maintenance,0,20,PROCEDURES,compliance,31,40,DOCUMENTS,HAVE
301,"Ballast water management reduces environmental impact",Ballast water management,0,21,PROCEDURES,environmental impact,34,51,POLLUTANT,RESTRICT
302,"Ballast discharge violates MARPOL if untreated",Ballast discharge,0,14,ACTIVITIES,MARPOL,33,39,DOCUMENTS,REGULATES
303,"Ballast treatment systems remove invasive species",Ballast treatment systems,0,21,EQUIPMENT,invasive species,32,46,POLLUTANT,GENERATES
304,"Ballast water sampling ensures compliance",Ballast water sampling,0,20,PROCEDURES,compliance,31,41,DOCUMENTS,REQUIRED
305,"Ballast tank maintenance prevents corrosion",Ballast tank maintenance,0,21,PROCEDURES,corrosion,32,41,POLLUTANT,RESTRICT
306,"Ballast operations follow strict protocols",Ballast operations,0,15,ACTIVITIES,strict protocols,26,39,SPECIFICATION,FOLLOW
307,"Ballast system design optimizes space",Ballast system design,0,19,SPECIFICATION,space,30,35,SPECIFICATION,RELATED_TO
308,"Ballast monitoring systems track water quality",Ballast monitoring systems,0,20,EQUIPMENT,water quality,31,42,SPECIFICATION,MONITORS
309,"Ballast discharge reports document quantities",Ballast discharge reports,0,20,DOCUMENTS,quantities,31,40,SPECIFICATION,HAVE
310,"Ballast water regulations protect ecosystems",Ballast water regulations,0,21,DOCUMENTS,ecosystems,32,42,SPECIFICATION,APPLY_TO
311,"Ballast tank coatings resist corrosion",Ballast tank coatings,0,19,SPECIFICATION,corrosion,30,39,POLLUTANT,RESTRICT
312,"Ballast system inspections occur annually",Ballast system inspections,0,23,PROCEDURES,annually,34,41,SPECIFICATION,FOLLOW
313,"Ballast water treatment uses UV systems",Ballast water treatment,0,20,PROCEDURES,UV systems,27,35,EQUIPMENT,IMPLEMENT
314,"Ballast discharge limits safeguard marine life",Ballast discharge limits,0,19,SPECIFICATION,marine life,30,40,SPECIFICATION,APPLY_TO
315,"Ballast management plans require approval",Ballast management plans,0,20,DOCUMENTS,approval,31,38,REQUIREMENTS,REQUIRED
316,"Ballast system upgrades enhance efficiency",Ballast system upgrades,0,21,PROCEDURES,efficiency,32,41,SPECIFICATION,RELATED_TO
317,"Ballast tank cleaning prevents sediment buildup",Ballast tank cleaning,0,19,PROCEDURES,sediment buildup,30,45,POLLUTANT,RESTRICT
318,"Ballast water filtration removes particles",Ballast water filtration,0,20,EQUIPMENT,particles,31,40,POLLUTANT,GENERATES
319,"Ballast system automation improves accuracy",Ballast system automation,0,22,PROCEDURES,accuracy,33,41,SPECIFICATION,RELATED_TO
320,"Ballast discharge monitoring detects anomalies",Ballast discharge monitoring,0,23,PROCEDURES,anomalies,34,43,PENALTIES,MONITORS
321,"Ballast water regulations align with international standards",Ballast water regulations,0,21,DOCUMENTS,international standards,32,50,DOCUMENTS,RELATED_TO
322,"Ballast tank inspections ensure structural integrity",Ballast tank inspections,0,20,PROCEDURES,structural integrity,31,48,SPECIFICATION,REQUIRED
323,"Ballast system maintenance follows schedules",Ballast system maintenance,0,22,PROCEDURES,schedules,33,42,SPECIFICATION,FOLLOW
324,"Ballast water testing verifies compliance",Ballast water testing,0,20,PROCEDURES,compliance,31,41,DOCUMENTS,REQUIRED
325,"Ballast discharge restrictions protect coastal areas",Ballast discharge restrictions,0,23,SPECIFICATION,coastal areas,34,46,SPECIFICATION,APPLY_TO
326,"Ballast management training covers procedures",Ballast management training,0,22,PROCEDURES,procedures,33,43,PROCEDURES,RELATED_TO
327,"Ballast system design considers ship dimensions",Ballast system design,0,19,SPECIFICATION,ship dimensions,30,44,SPECIFICATION,RELATED_TO
328,"Ballast water regulations require documentation",Ballast water regulations,0,21,DOCUMENTS,documentation,32,43,DOCUMENTS,REQUIRED
329,"Ballast tank maintenance prevents operational failures",Ballast tank maintenance,0,21,PROCEDURES,operational failures,32,48,PENALTIES,RESTRICT
330,"Ballast discharge controls minimize pollution",Ballast discharge controls,0,21,SPECIFICATION,pollution,32,41,POLLUTANT,RESTRICT
331,"Ballast system optimization reduces costs",Ballast system optimization,0,23,PROCEDURES,costs,34,39,SPECIFICATION,RELATED_TO
332,"Ballast water regulations enforce environmental protection",Ballast water regulations,0,21,DOCUMENTS,environmental protection,32,50,ACTIVITIES,IMPLEMENT
333,"Ballast tank inspections detect structural issues",Ballast tank inspections,0,20,PROCEDURES,structural issues,31,45,PENALTIES,MONITORS
334,"Ballast system upgrades comply with new standards",Ballast system upgrades,0,21,PROCEDURES,new standards,32,44,DOCUMENTS,COMPLY_WITH
335,"Ballast water management involves multiple stakeholders",Ballast water management,0,21,PROCEDURES,stakeholders,32,43,SUBJECT REGULATED,INVOLVE_IN
336,"Ballast discharge permits regulate operations",Ballast discharge permits,0,21,DOCUMENTS,operations,32,42,ACTIVITIES,REGULATES
337,"Ballast system automation requires training",Ballast system automation,0,22,PROCEDURES,training,33,41,PROCEDURES,REQUIRED
338,"Ballast water treatment follows strict guidelines",Ballast water treatment,0,20,PROCEDURES,strict guidelines,31,45,DOCUMENTS,FOLLOW
339,"Ballast tank design maximizes efficiency",Ballast tank design,0,17,SPECIFICATION,efficiency,28,37,SPECIFICATION,RELATED_TO
340,"Ballast system maintenance ensures reliability",Ballast system maintenance,0,22,PROCEDURES,reliability,33,43,SPECIFICATION,REQUIRED
341,"MARPOL Annex-I prohibits unauthorized overboard discharge connections",MARPOL Annex-I,0,11,DOCUMENTS,overboard discharge connections,32,53,SPECIFICATION,RESTRICT
342,"Sludge tank discharge systems must comply with Regulation 12",sludge tank discharge systems,0,24,EQUIPMENT,Regulation 12,38,50,DOCUMENTS,COMPLY_WITH
343,"Authorized Officers inspect sludge tank configurations",Authorized Officers,0,17,AUTHORITIES,sludge tank configurations,28,48,SPECIFICATION,MONITORS
344,"Discharge connections require approval from the Authority",discharge connections,0,17,SPECIFICATION,Authority,37,45,AUTHORITIES,REQUIRED
345,"Sludge accumulation triggers mandatory cleaning procedures",sludge accumulation,0,16,POLLUTANT,cleaning procedures,30,46,PROCEDURES,REQUIRED
346,"Tank design prevents unauthorized sludge discharge",tank design,0,10,SPECIFICATION,sludge discharge,29,43,POLLUTANT,RESTRICT
347,"MARPOL certificates verify sludge system compliance",MARPOL certificates,0,14,DOCUMENTS,sludge system compliance,25,43,DOCUMENTS,REQUIRED
348,"Sludge tank maintenance follows strict schedules",sludge tank maintenance,0,20,PROCEDURES,strict schedules,31,44,SPECIFICATION,FOLLOW
349,"Authority audits sludge management practices",Authority,0,9,AUTHORITIES,sludge management practices,20,40,PROCEDURES,MONITORS
350,"Sludge discharge reports document quantities",sludge discharge reports,0,20,DOCUMENTS,quantities,31,40,SPECIFICATION,HAVE
351,"Ballast systems isolate sludge tanks",ballast systems,0,13,EQUIPMENT,sludge tanks,24,34,EQUIPMENT,RELATED_TO
352,"Sludge retention tanks meet MARPOL standards",sludge retention tanks,0,19,EQUIPMENT,MARPOL standards,29,41,DOCUMENTS,COMPLY_WITH
353,"Overboard piping restrictions apply to all tankers",overboard piping restrictions,0,23,SPECIFICATION,tankers,34,41,SYSTEM,APPLY_TO
354,"Sludge processing requires specialized equipment",sludge processing,0,15,PROCEDURES,specialized equipment,26,42,EQUIPMENT,REQUIRED
355,"MARPOL Annex-VI regulates sludge incineration",MARPOL Annex-VI,0,13,DOCUMENTS,sludge incineration,24,39,ACTIVITIES,REGULATES
356,"Sludge sampling ensures regulatory compliance",sludge sampling,0,14,PROCEDURES,regulatory compliance,25,42,DOCUMENTS,REQUIRED
357,"Tank coatings resist sludge corrosion",tank coatings,0,12,SPECIFICATION,sludge corrosion,23,36,POLLUTANT,RESTRICT
358,"Sludge disposal follows controlled protocols",sludge disposal,0,14,DISPOSAL,controlled protocols,25,41,PROCEDURES,FOLLOW
359,"Authority mandates sludge tank inspections",Authority,0,9,AUTHORITIES,sludge tank inspections,20,39,PROCEDURES,IMPLEMENT
360,"Sludge accumulation limits operational capacity",sludge accumulation,0,16,POLLUTANT,operational capacity,27,42,SPECIFICATION,RESTRICT
361,"MARPOL training covers sludge management",MARPOL training,0,12,PROCEDURES,sludge management,23,37,PROCEDURES,RELATED_TO
362,"Sludge transfer systems prevent contamination",sludge transfer systems,0,19,EQUIPMENT,contamination,30,43,POLLUTANT,RESTRICT
363,"Tank design specifications include sludge capacity",tank design specifications,0,22,SPECIFICATION,sludge capacity,33,46,SPECIFICATION,RELATED_TO
364,"Sludge monitoring systems track waste levels",sludge monitoring systems,0,20,EQUIPMENT,waste levels,31,42,SPECIFICATION,MONITORS
365,"Authority enforces sludge discharge bans",Authority,0,9,AUTHORITIES,sludge discharge bans,20,36,PENALTIES,IMPLEMENT
366,"Sludge containment systems meet international standards",sludge containment systems,0,21,EQUIPMENT,international standards,32,50,DOCUMENTS,COMPLY_WITH
367,"MARPOL guidelines dictate sludge handling",MARPOL guidelines,0,13,DOCUMENTS,sludge handling,24,37,PROCEDURES,REGULATES
368,"Sludge processing facilities require permits",sludge processing facilities,0,22,EQUIPMENT,permits,33,39,DOCUMENTS,REQUIRED
369,"Tank maintenance prevents sludge buildup",tank maintenance,0,14,PROCEDURES,sludge buildup,25,37,POLLUTANT,RESTRICT
370,"Sludge discharge violations incur penalties",sludge discharge violations,0,23,PENALTIES,penalties,34,43,PENALTIES,GENERATES
371,"MARPOL certificates require sludge system approval",MARPOL certificates,0,14,DOCUMENTS,sludge system approval,25,42,DOCUMENTS,REQUIRED
372,"Sludge tank inspections occur quarterly",sludge tank inspections,0,20,PROCEDURES,quarterly,31,39,SPECIFICATION,FOLLOW
373,"Authority reviews sludge management plans",Authority,0,9,AUTHORITIES,sludge management plans,20,39,DOCUMENTS,MONITORS
374,"Sludge transfer protocols ensure safety",sludge transfer protocols,0,20,PROCEDURES,safety,31,37,SPECIFICATION,REQUIRED
375,"Tank design considers sludge viscosity",tank design,0,10,SPECIFICATION,sludge viscosity,21,34,SPECIFICATION,RELATED_TO
376,"Sludge processing removes hazardous substances",sludge processing,0,15,PROCEDURES,hazardous substances,26,42,POLLUTANT,GENERATES
377,"MARPOL training includes sludge regulations",MARPOL training,0,12,PROCEDURES,sludge regulations,23,38,DOCUMENTS,INVOLVE_IN
378,"Sludge containment prevents environmental harm",sludge containment,0,16,SPECIFICATION,environmental harm,27,43,POLLUTANT,RESTRICT
379,"Authority issues sludge disposal guidelines",Authority,0,9,AUTHORITIES,sludge disposal guidelines,20,39,DOCUMENTS,GENERATES
380,"Sludge accumulation affects ship stability",sludge accumulation,0,16,POLLUTANT,ship stability,27,39,SPECIFICATION,RELATED_TO
381,"MARPOL compliance requires sludge documentation",MARPOL compliance,0,14,DOCUMENTS,sludge documentation,25,40,DOCUMENTS,REQUIRED
382,"Sludge monitoring detects anomalies",sludge monitoring,0,14,PROCEDURES,anomalies,25,34,PENALTIES,MONITORS
383,"Tank maintenance follows manufacturer specifications",tank maintenance,0,14,PROCEDURES,manufacturer specifications,25,45,SPECIFICATION,FOLLOW
384,"Sludge transfer requires operational permits",sludge transfer,0,14,ACTIVITIES,operational permits,25,41,DOCUMENTS,REQUIRED
385,"MARPOL Annex-IV regulates sludge treatment",MARPOL Annex-IV,0,13,DOCUMENTS,sludge treatment,24,37,PROCEDURES,REGULATES
386,"Sludge processing systems optimize efficiency",sludge processing systems,0,20,EQUIPMENT,efficiency,31,40,SPECIFICATION,RELATED_TO
387,"Authority audits sludge discharge records",Authority,0,9,AUTHORITIES,sludge discharge records,20,39,DOCUMENTS,MONITORS
388,"Sludge containment systems undergo annual testing",sludge containment systems,0,21,EQUIPMENT,annual testing,32,44,PROCEDURES,REQUIRED
389,"MARPOL guidelines standardize sludge handling",MARPOL guidelines,0,13,DOCUMENTS,sludge handling,24,37,PROCEDURES,REGULATES
390,"Sludge disposal facilities process waste",sludge disposal facilities,0,21,EQUIPMENT,waste,32,37,POLLUTANT,PROCESS
391,"Tank inspections verify sludge levels",tank inspections,0,14,PROCEDURES,sludge levels,25,37,SPECIFICATION,MONITORS
392,"Sludge management plans require Authority approval",sludge management plans,0,20,DOCUMENTS,Authority approval,31,46,DOCUMENTS,REQUIRED
393,"MARPOL training addresses sludge regulations",MARPOL training,0,12,PROCEDURES,sludge regulations,23,38,DOCUMENTS,INVOLVE_IN
394,"Sludge containment systems prevent leaks",sludge containment systems,0,21,EQUIPMENT,leaks,32,37,POLLUTANT,RESTRICT
395,"Authority enforces sludge retention policies",Authority,0,9,AUTHORITIES,sludge retention policies,20,39,PROCEDURES,IMPLEMENT
396,"Sludge processing reduces waste volume",sludge processing,0,15,PROCEDURES,waste volume,26,36,SPECIFICATION,RELATED_TO
397,"MARPOL compliance mandates sludge documentation",MARPOL compliance,0,14,DOCUMENTS,sludge documentation,25,40,DOCUMENTS,REQUIRED
398,"Sludge monitoring systems enhance accuracy",sludge monitoring systems,0,20,EQUIPMENT,accuracy,31,39,SPECIFICATION,RELATED_TO
399,"Tank design maximizes sludge capacity",tank design,0,10,SPECIFICATION,sludge capacity,21,34,SPECIFICATION,RELATED_TO
400,"Sludge transfer operations follow protocols",sludge transfer operations,0,21,ACTIVITIES,protocols,32,41,PROCEDURES,FOLLOW
401,"MARPOL Annex-V prohibits sludge dumping",MARPOL Annex-V,0,12,DOCUMENTS,sludge dumping,23,35,DISPOSAL,RESTRICT
402,"Sludge containment systems resist corrosion",sludge containment systems,0,21,EQUIPMENT,corrosion,32,41,POLLUTANT,RESTRICT
403,"Authority issues sludge handling permits",Authority,0,9,AUTHORITIES,sludge handling permits,20,39,DOCUMENTS,GENERATES
404,"Sludge accumulation triggers system alerts",sludge accumulation,0,16,POLLUTANT,system alerts,27,38,ACTIVITIES,GENERATES
405,"MARPOL training covers sludge processing",MARPOL training,0,12,PROCEDURES,sludge processing,23,37,PROCEDURES,RELATED_TO
406,"Sludge disposal aligns with environmental goals",sludge disposal,0,14,DISPOSAL,environmental goals,25,42,SPECIFICATION,APPLY_TO
407,"Tank maintenance prevents system failures",tank maintenance,0,14,PROCEDURES,system failures,25,38,PENALTIES,RESTRICT
408,"Sludge management optimizes waste processing",sludge management,0,15,PROCEDURES,waste processing,26,39,PROCEDURES,RELATED_TO
409,"Authority supervises sludge containment measures",Authority,0,9,AUTHORITIES,sludge containment measures,20,39,SPECIFICATION,MONITORS
410,"Sludge processing systems require regular maintenance",sludge processing systems,0,20,EQUIPMENT,regular maintenance,31,47,PROCEDURES,REQUIRED
411,"MARPOL guidelines establish sludge handling standards",MARPOL guidelines,0,13,DOCUMENTS,sludge handling standards,24,41,SPECIFICATION,EXTABLISHED
412,"Sludge disposal facilities comply with environmental laws",sludge disposal facilities,0,21,EQUIPMENT,environmental laws,32,49,DOCUMENTS,COMPLY_WITH
413,"Tank inspections detect sludge-related issues",tank inspections,0,14,PROCEDURES,sludge-related issues,25,41,PENALTIES,MONITORS
414,"Sludge management plans address emergency situations",sludge management plans,0,20,DOCUMENTS,emergency situations,31,48,ACTIVITIES,INVOLVE_IN
415,"MARPOL training emphasizes sludge safety protocols",MARPOL training,0,12,PROCEDURES,sludge safety protocols,23,40,SPECIFICATION,RELATED_TO
416,"Sludge containment systems ensure environmental protection",sludge containment systems,0,21,EQUIPMENT,environmental protection,32,50,ACTIVITIES,IMPLEMENT
417,"Authority conducts sludge management audits",Authority,0,9,AUTHORITIES,sludge management audits,20,39,PROCEDURES,MONITORS
418,"Sludge accumulation impacts operational efficiency",sludge accumulation,0,16,POLLUTANT,operational efficiency,27,44,SPECIFICATION,RELATED_TO
419,"MARPOL compliance demands detailed sludge records",MARPOL compliance,0,14,DOCUMENTS,detailed sludge records,25,42,DOCUMENTS,REQUIRED
420,"Sludge monitoring systems improve data accuracy",sludge monitoring systems,0,20,EQUIPMENT,data accuracy,31,42,SPECIFICATION,RELATED_TO
421,"Tank design incorporates sludge removal mechanisms",tank design,0,10,SPECIFICATION,sludge removal mechanisms,21,39,SPECIFICATION,RELATED_TO
422,"Sludge transfer operations require safety measures",sludge transfer operations,0,21,ACTIVITIES,safety measures,32,45,SPECIFICATION,REQUIRED
423,"MARPOL Annex-III regulates sludge storage requirements",MARPOL Annex-III,0,13,DOCUMENTS,sludge storage requirements,24,42,SPECIFICATION,REGULATES
424,"Sludge processing systems utilize advanced technology",sludge processing systems,0,20,EQUIPMENT,advanced technology,31,47,SPECIFICATION,UTILIZE
425,"Authority verifies sludge discharge documentation",Authority,0,9,AUTHORITIES,sludge discharge documentation,20,39,DOCUMENTS,MONITORS
426,"Sludge containment systems undergo rigorous testing",sludge containment systems,0,21,EQUIPMENT,rigorous testing,32,45,PROCEDURES,CARRY_OUT
427,"MARPOL guidelines promote sustainable sludge management",MARPOL guidelines,0,13,DOCUMENTS,sustainable sludge management,24,44,PROCEDURES,IMPLEMENT
428,"Sludge disposal facilities implement pollution control",sludge disposal facilities,0,21,EQUIPMENT,pollution control,32,45,SPECIFICATION,IMPLEMENT
429,"Tank inspections assess sludge accumulation rates",tank inspections,0,14,PROCEDURES,sludge accumulation rates,25,42,SPECIFICATION,MONITORS
430,"Sludge management plans incorporate contingency protocols",sludge management plans,0,20,DOCUMENTS,contingency protocols,31,48,SPECIFICATION,INCLUDE
431,"MARPOL training focuses on sludge handling techniques",MARPOL training,0,12,PROCEDURES,sludge handling techniques,23,40,SPECIFICATION,RELATED_TO
432,"Sludge containment systems prevent environmental contamination",sludge containment systems,0,21,EQUIPMENT,environmental contamination,32,51,POLLUTANT,RESTRICT
433,"Authority monitors sludge retention practices",Authority,0,9,AUTHORITIES,sludge retention practices,20,39,PROCEDURES,MONITORS
434,"Sludge processing reduces environmental impact",sludge processing,0,15,PROCEDURES,environmental impact,26,43,POLLUTANT,RESTRICT
